time,voltage_x,voltage_y,voltage_z,velocity_x,velocity_y,velocity_z
1.2,2.947928142932,2.929435821144,2.941720296221,19.520438848238,0.57728278396,0.00800605623
1.25,2.949811757453,2.935399737766,2.940445997427,19.659408001626,0.495473070969,-0.127976859256
1.3,2.944331112977,2.927994836207,2.936972712911,19.447310892491,0.556317249982,-0.089986669915
1.35,2.948515660001,2.921444469959,2.929777037285,19.339791196518,0.725406970679,-0.177005573589
1.4,2.956494969338,2.930577089928,2.928530149995,19.488179400186,0.686962062548,-0.467536667869
1.45,2.953653065558,2.933045105546,2.938398799775,19.579003563315,0.667536999179,-0.296748378902
1.5,2.949356915161,2.925887135508,2.93953394094,19.527048405644,0.651945773344,-0.031279650838
1.55,2.943734936541,2.91942614865,2.933443108117,19.320164253439,0.798760979239,-0.066011885505
1.6,2.94705585541,2.925335457546,2.934384464327,19.429079820623,0.724432015132,-0.138405510192
1.65,2.941916839015,2.92367291159,2.94003520942,19.404586555105,0.646280847632,0.020315735465
1.7,2.931887191597,2.924777247722,2.932015364015,19.385017385563,0.460571208972,0.180132689243
1.75,2.936635784457,2.918255775669,2.943678567056,19.330827594291,0.425459427349,0.449658703979
1.8,2.931813955778,2.918926619166,2.936343307452,19.278046072878,0.423037233491,0.361923441577
1.85,2.926154229663,2.917484966905,2.930845031565,18.966768705774,0.332381691301,0.262522458853
1.9,2.926120760664,2.911432965188,2.934355552251,18.925706385645,0.497936818973,0.391489622141
1.95,2.918895484072,2.896651474977,2.923892306419,18.588377843652,0.569241710481,0.607518090909
2.0,2.918478128663,2.899064096196,2.920085067802,18.662204852259,0.604832466493,0.381582332707
2.05,2.915524702374,2.898769017459,2.925291969903,18.629609727275,0.646841517312,0.557044621064
2.1,2.921563602483,2.898427041141,2.929875254686,18.736875699176,0.75276726985,0.538163870255
2.15,2.930632456777,2.887408633575,2.9263620826,18.672716990121,1.15197106444,0.40424123854
2.2,2.92851935272,2.890616104157,2.922090515144,18.657956986075,1.240894647661,0.250111325765
2.25,2.931040389564,2.902102567978,2.926725540647,18.848877857249,0.873479525692,0.203918962882
2.3,2.928886571414,2.9013421861,2.931452012355,18.951637998366,0.875060049785,0.383327252452
2.35,2.931546493986,2.906339703652,2.936040442221,18.970222640368,0.857606151625,0.394791898342
2.4,2.92565624192,2.89919924325,2.935545306814,18.837809744619,0.753748827954,0.643235742821
2.45,2.919897339654,2.897235125143,2.930346070392,18.667501875228,0.748201398608,0.733272631717
2.5,2.925553818948,2.893367824558,2.941811058946,18.849409813333,1.067927984115,0.895181648334
2.55,2.935580929006,2.899272668855,2.942704339716,19.068136576641,1.222155152452,0.736334145365
2.6,2.935702376396,2.897583949791,2.941547589342,19.133910634253,1.21941492254,0.755034609537
2.65,2.933631719236,2.899479477056,2.943098965101,19.075820815311,1.088046830197,0.694570993122
2.7,2.930415476465,2.897255451972,2.945260346816,19.047698538412,1.159317136448,0.830957959755
2.75,2.937735196671,2.902496135516,2.948866302264,19.326040361519,1.130123284659,0.724089533738
2.8,2.940739771338,2.909746596815,2.9545345521,19.341179171527,1.064257810547,0.898655645614
2.85,2.936538370706,2.897284682861,2.953212314009,19.211444231326,1.231992725463,0.980736451541
2.9,2.943762207661,2.899324603067,2.951357914017,19.151606571868,1.496902214779,0.841669047758
2.95,2.945894734532,2.905387314512,2.948879478932,19.241408421002,1.350644213026,0.621425006492
3.0,2.932664704884,2.903492806664,2.945333224962,19.100871243965,1.009596025757,0.652553857301
3.05,2.936922674043,2.904871573305,2.943918958949,19.15665503981,0.922353562122,0.599878527878
3.1,2.930017954415,2.905707069851,2.942598714075,19.137930528182,0.885766191402,0.738970230484
3.15,2.923175262386,2.901916245363,2.942081446008,18.963172790942,0.758671460103,0.805208522888
3.2,2.932434527447,2.899706542978,2.942881313696,18.994512373515,1.003547211484,0.783806795362
3.25,2.930622499715,2.896131647045,2.948328010774,18.999965253156,1.07236202372,0.968609977112
3.3,2.931782740104,2.900433728715,2.944747769834,19.052031213963,1.046883569249,0.784583148829
3.35,2.92713558266,2.901031154588,2.947571811387,19.077731047023,0.926045717928,0.927117785115
3.4,2.930725740965,2.893021904355,2.947768170765,19.049649997067,1.161676117517,1.059598446116
3.45,2.927613256747,2.89692476892,2.950197757876,19.07660240942,1.113315387352,1.191287808349
3.5,2.919221812895,2.891064429179,2.952381484315,18.914471688976,0.865933896432,1.428897661523
3.55,2.922637705252,2.902392349461,2.956923688938,19.023544102282,0.734839237433,1.519743612796
3.6,2.931550302119,2.907920921542,2.961279913267,19.264237638162,0.901935462735,1.37691311653
3.65,2.926659301941,2.897790630119,2.959368084884,19.225995954402,1.00646759692,1.507386066126
3.7,2.933084621968,2.908423529789,2.968257277705,19.396197933772,0.989260452152,1.513587586315
3.75,2.930145125332,2.90737671715,2.960518393985,19.269268612631,0.880128055357,1.323167021243
3.8,2.931814934242,2.912243324279,2.961860931839,19.3160766252,0.823759439192,1.313992249979
3.85,2.928850403673,2.901272708399,2.959565823567,19.22716820324,0.886552928329,1.434182030508
3.9,2.931245862872,2.901837886229,2.955711042519,19.215563080215,0.920274138556,1.288564407713
3.95,2.92683930802,2.904850791445,2.957303565388,19.178267528591,0.796021631626,1.318733439289
4.0,2.921493514083,2.896121913216,2.953319384762,18.924857522661,0.884245975198,1.555179342487
4.05,2.917597142897,2.896718766972,2.946241904,18.793556500525,0.734834368507,1.359311111811
4.1,2.915200267885,2.896087207911,2.941191741769,18.826525831136,0.791212017433,1.200396848161
4.15,2.915108504073,2.895765163192,2.946625426719,18.785851622836,0.749538447066,1.272916853875
4.2,2.919560585677,2.896614463149,2.942344050027,18.940368595624,0.820172618546,1.1604295576
4.25,2.928258458208,2.897240102173,2.950859252956,19.02216056046,0.969729449149,1.24051516199
4.3,2.922289675432,2.892731199909,2.942783766118,18.733556310102,0.918125842885,1.070979355577
4.35,2.931427266975,2.902625896314,2.939192661483,19.015796856151,0.943997644785,0.710026975191
4.4,2.926877741456,2.906208720596,2.937903339463,19.010751383152,0.797703574895,0.713307964604
4.45,2.921716558705,2.897065040847,2.939159242001,18.859685414042,0.794442214383,0.848522877181
4.5,2.923398764314,2.897658426258,2.940455462322,18.921567973742,0.762766826498,0.807560075418
4.55,2.92474268504,2.900766594675,2.933513366118,18.870667109857,0.777530135949,0.63779269353
4.6,2.933092505106,2.905890873192,2.940227223365,19.097808399297,0.914222302023,0.663777303955
4.65,2.926936282887,2.903379694445,2.941925635989,19.042590363358,0.8667073853,0.750598163838
4.7,2.927230510222,2.903896218487,2.940482838454,19.090617371359,0.82633329792,0.706819448965
4.75,2.941090712145,2.905414137101,2.947429508401,19.231300546682,1.096976665785,0.693498685396
4.8,2.93479335413,2.900372985202,2.952753462974,19.202344100796,1.23088550792,0.840689498271
4.85,2.936720288661,2.899399552445,2.946832859718,19.168584942755,1.191655000721,0.837931567287
4.9,2.939867651164,2.898963852217,2.958989643667,19.22348669866,1.32021328492,1.099131797318
4.95,2.936307069889,2.893087109077,2.953878974149,19.254253854844,1.320246011843,1.156396525142
5.0,2.934755121438,2.885563234618,2.959412307986,19.064918222879,1.611323667615,1.388867590888
5.05,2.932229944948,2.881677846302,2.949961577813,18.800197236132,1.573464994822,1.207014012128
5.1,2.921608440692,2.875354976737,2.938597392384,18.534506171416,1.569213969634,1.103705291793
5.15,2.924746771378,2.879759769106,2.938704088102,18.691584309191,1.488582016838,1.066952481977
5.2,2.925558147546,2.886462034052,2.941857470299,18.776218079951,1.243616227094,1.109517605622
5.25,2.920621038442,2.881368182826,2.943028846823,18.662656812957,1.184773619896,1.234870654692
5.3,2.920964015744,2.87466831472,2.940244681383,18.43203115112,1.502926637667,1.060788018258
5.35,2.921505264953,2.885986723912,2.940190625645,18.524351532581,1.301924239522,0.923686389417
5.4,2.924625530672,2.885851710913,2.937693339184,18.739140350802,1.079897016778,1.003205256207
5.45,2.926804237689,2.893263494464,2.941279481779,18.837711100295,1.088683877003,0.886863042391
5.5,2.921423068326,2.891469657313,2.940078780274,18.77685288995,0.935768818544,0.970458543501
5.55,2.918889723031,2.8934348831,2.936120270826,18.73228603705,0.872903749902,0.851215535804
5.6,2.923220448141,2.894907094688,2.932024541908,18.663616750218,0.894077554184,0.671039580068
5.65,2.916289372075,2.893486985218,2.927197573399,18.663842300174,0.669940663267,0.728423255186
5.7,2.913775412326,2.900445772536,2.935655813465,18.72360468434,0.490497837441,0.768434508096
5.75,2.910098397967,2.907996679774,2.937865151446,18.871773822737,0.279393054324,0.966206672337
5.8,2.912577764827,2.909353870852,2.939658118426,18.82706161529,0.165325364185,1.024600177218
5.85,2.90767902786,2.917252727801,2.937571534947,18.905222110171,-0.094381901905,0.91927524334
5.9,2.913379399235,2.919337948649,2.932457388089,18.940373181638,0.002571923626,0.70658915366
5.95,2.917474744227,2.925549779635,2.935290128442,19.127895853333,-0.102287563648,0.513769805312
6.0,2.934651930646,2.935761682418,2.931958504701,19.372025599417,-0.105065264057,0.077597871519
6.05,2.94081082752,2.9355277794,2.945680041856,19.551172333641,0.230972730194,0.243938971363
6.1,2.933195397812,2.919715511103,2.941395158409,19.324996176685,0.487540502025,0.478396463204
6.15,2.937889161327,2.922716081208,2.948179756683,19.4447576116,0.528230854205,0.416199964518
6.2,2.942426243288,2.921175143408,2.949406742395,19.473709231631,0.585478159222,0.496314542068
6.25,2.938204706653,2.917544476488,2.94314257636,19.35045868269,0.627451275709,0.445485730514
6.3,2.933874285997,2.911105741979,2.936618499514,19.168992219475,0.727160928,0.371004479743
6.35,2.941764855286,2.901300542421,2.945540578119,19.190180152112,1.161238983355,0.506052309732
6.4,2.937608544424,2.899453840098,2.937971908093,19.030962545345,1.205646307204,0.395450830996
6.45,2.935702112129,2.89576649609,2.92905303503,18.936993191675,1.254807797607,0.222882619394
6.5,2.939615449767,2.896379923059,2.931390822366,18.887513601384,1.245232941519,0.088402228324
6.55,2.93424544362,2.883489225404,2.919725118152,18.673166221256,1.348032870446,-0.00494051282
6.6,2.921285121542,2.880784044278,2.910283063154,18.345115317771,1.268055662139,0.00378275151
6.65,2.924611986853,2.883663028162,2.904232189848,18.290370677896,1.157202617419,-0.148832875513
6.7,2.921393580136,2.879117913643,2.900443505012,18.148391812663,1.20502132422,-0.20803734126
6.75,2.916904512465,2.876506991531,2.89230067418,18.044986280234,1.214780269526,-0.305407378082
6.8,2.927668164951,2.884440128653,2.901615775244,18.30376272039,1.305324060487,-0.285226210986
6.85,2.930779112014,2.888373874401,2.902696589275,18.474174854096,1.143679994372,-0.487061093147
6.9,2.928271099189,2.888563487799,2.903990434009,18.531860160657,1.059247446996,-0.352106669479
6.95,2.924826033361,2.893489975313,2.912474248358,18.455986136992,0.914028052684,-0.281354932027
7.0,2.922614274445,2.892396583787,2.906128041844,18.499137443058,0.886643898138,-0.229217974596
7.05,2.926896010279,2.897566106811,2.91311880145,18.724604009651,0.827019660313,-0.178456504726
7.1,2.939582768186,2.909392177661,2.914205493451,18.842587956841,0.873666908667,-0.345581795187
7.15,2.924481136962,2.895267505,2.911224874112,18.601078275855,0.839024673179,-0.092880731412
7.2,2.925559479175,2.902564521729,2.914734716965,18.60406454147,0.70380456577,-0.084004714518
7.25,2.92113754734,2.899760768428,2.91398986778,18.608805342913,0.701968164557,-0.064120985428
7.3,2.928475623938,2.906776628123,2.924748130991,18.792031304876,0.666842896195,0.086976771591
7.35,2.928049558016,2.904296265048,2.921682671368,18.833877755119,0.722050083666,0.027641631445
7.4,2.922741926415,2.906651079088,2.919935629129,18.757447506495,0.518557387052,0.079900973769
7.45,2.927686470217,2.906464923635,2.926817240928,18.907850786918,0.728149813102,0.214406514419
7.5,2.936188495299,2.92053144044,2.9396373898,19.299518400125,0.699942431489,0.270153901759
7.55,2.936913147625,2.91533417097,2.942595257831,19.311527645616,0.653290848258,0.468822541204
7.6,2.934996170163,2.927971254826,2.945645920484,19.416548326161,0.262934621685,0.465075049108
7.65,2.934804492724,2.923676841508,2.947548032164,19.454664023352,0.387888021887,0.526592382234
7.7,2.934087918776,2.927377880468,2.945688929843,19.479938725693,0.267264739991,0.544215754879
7.75,2.93212970226,2.921819016284,2.941144175944,19.282254387214,0.558907504798,0.440899063312
7.8,2.93388608615,2.915557057613,2.933941833214,19.194765206595,0.579930635886,0.310027174503
7.85,2.935676476464,2.917359714186,2.937053805688,19.109490931311,0.618536828047,0.284887326897
7.9,2.936362863468,2.912404999377,2.94298609623,19.298718059481,0.718967111024,0.521953839586
7.95,2.938076024656,2.915928651419,2.944401283928,19.228738185679,0.817528005023,0.296559194578
8.0,2.927553944655,2.905203940353,2.929610065856,18.934587455217,0.570511242898,0.385168467714
8.05,2.924108088671,2.906921485436,2.931517726501,18.821404651131,0.573837648292,0.4772917669
8.1,2.924163408932,2.907802356566,2.934350932429,18.902653006517,0.614654405977,0.526098741396
8.15,2.921398817232,2.905194013442,2.933343721307,18.878371354802,0.539367507409,0.517476593882
8.2,2.921882561143,2.897644908969,2.937728845156,18.885903853003,0.692033460452,0.776014199038
8.25,2.924439801333,2.903088025223,2.940464970335,18.856144330992,0.896262878327,0.863044395122
8.3,2.918478761548,2.899566497072,2.937921245863,18.812234864433,0.571165498232,0.869228702623
8.35,2.91554771105,2.897000438835,2.942084128382,18.75354670461,0.61570792244,0.998600831949
8.4,2.91447385561,2.898826898851,2.935458777167,18.677795889536,0.656979852038,0.964491143892
8.45,2.903356569896,2.895320993694,2.93246832019,18.587474936878,0.412025474884,1.007800779681
8.5,2.907199703917,2.895309904427,2.928064163716,18.611916517722,0.527384545375,0.866265911313
8.55,2.912525410546,2.902095636908,2.932748371123,18.700077968735,0.481355286371,0.826800128507
8.6,2.916690497714,2.89545846595,2.932701599366,18.699773050249,0.730848442779,0.709387518209
8.65,2.919710045617,2.906674400426,2.929593858619,18.890623217564,0.495564840577,0.594074081763
8.7,2.918390468356,2.898650006121,2.937688374578,18.913984577082,0.730432664397,0.911454180358
8.75,2.915074718098,2.893755623174,2.937726626668,18.670221728341,0.790969409274,1.100578031461
8.8,2.912468597449,2.893738469743,2.938096525518,18.590831909677,0.602978161,1.140111105145
8.85,2.912073439382,2.889379851999,2.929583134347,18.574538460532,0.752674281319,0.925412916229
8.9,2.916377917098,2.883321380729,2.928408808723,18.60639372059,1.065822277687,0.834780715783
8.95,2.918871837585,2.890408667462,2.93173225433,18.564280850166,0.94338764295,0.751678376904
9.0,2.916732146198,2.890890620665,2.935475555764,18.642394656192,0.769510051945,0.81641307385
9.05,2.916562635004,2.889907690473,2.931562231912,18.59735943205,0.854321849518,0.803827751029
9.1,2.913481841133,2.902034418917,2.927010621323,18.675073421329,0.442796082416,0.645359850288
9.15,2.917085104251,2.899297246834,2.925786231273,18.742392892511,0.504023903386,0.593360032055
9.2,2.905984890593,2.898958888838,2.92469409695,18.556281625374,0.365240819757,0.717198637293
9.25,2.911758567166,2.902012547635,2.928902539345,18.684617087453,0.367271020786,0.75215653483
9.3,2.915202012972,2.906442685318,2.930167663198,18.819388184847,0.261103524952,0.667283766089
9.35,2.91234113646,2.909935191152,2.93326998248,18.883761441025,0.332108467712,0.783139740715
9.4,2.917509587339,2.913629974455,2.938024656843,18.918965378844,0.223848812033,0.740114100105
9.45,2.915625737827,2.91537999354,2.941496758473,18.976436576215,0.194589281517,0.803535662714
9.5,2.92444839986,2.910021289132,2.945531370231,19.107814932381,0.478421994014,0.950973648335
9.55,2.920714528716,2.924363347729,2.948322198434,19.16942226153,0.182116952923,0.871694458395
9.6,2.924972875211,2.913203850349,2.950424906891,19.155717408762,0.51046483971,1.015969067905
9.65,2.926387217274,2.907813547631,2.950298431506,19.173211699073,0.611007117489,1.105525916829
9.7,2.924871059561,2.909523101465,2.954342191812,19.307061142752,0.559951939833,1.142157118113
9.75,2.932066274804,2.915524970003,2.962033074594,19.320759067557,0.642857318897,1.200939614045
9.8,2.936559211773,2.915747876865,2.955371660302,19.404175165207,0.686354684266,0.910656510898
9.85,2.939735227259,2.91819598862,2.954741882547,19.46627623623,0.67675282166,0.862671720184
9.9,2.934493150089,2.916554122301,2.952762877294,19.470418870471,0.718743382328,0.726789534565
9.95,2.941052509315,2.924863826559,2.951155204219,19.431203108392,0.604207561275,0.611062277264
10.0,2.928335293479,2.910735186411,2.937689922563,19.20399432832,0.57763317646,0.469671685077
10.05,2.93142748881,2.919004642818,2.940889292828,19.160238108459,0.509144995453,0.46366298214
10.1,2.930812075489,2.914876081633,2.933574690108,19.093832171857,0.520476563601,0.412467747183
10.15,2.92633538744,2.911000909137,2.938037791429,19.009741965415,0.604285732084,0.693152592505
10.2,2.922117993616,2.908494911068,2.931282202755,18.839877207091,0.505634577903,0.540965061039
10.25,2.917345951156,2.904049847099,2.927543289365,18.760643326082,0.493794833837,0.472034077954
10.3,2.917835376658,2.905766018757,2.923669371538,18.724969733913,0.443156146959,0.415989758845
10.35,2.917684314361,2.908973887976,2.926729602303,18.814781774401,0.259997348308,0.336906623361
10.4,2.915513796745,2.907754288192,2.921624339604,18.748911713236,0.230321937832,0.397818731931
10.45,2.92311649521,2.916476177261,2.935530480815,19.025808586528,0.287012541285,0.506567788542
10.5,2.922834815962,2.91457974315,2.927743141309,18.923526475544,0.268976319905,0.379029202024
10.55,2.925915005456,2.91621590997,2.92921276048,19.054578015651,0.340439403974,0.359713994631
10.6,2.921378706325,2.915132902483,2.936921418255,19.084154058393,0.172923541304,0.630205286968
10.65,2.929324722114,2.9236120485,2.940845482134,19.330641227026,0.251861806794,0.412025857119
10.7,2.936579703658,2.927255925725,2.943658706776,19.418219448927,0.378745691272,0.456447837159
10.75,2.933226630376,2.918783875837,2.951384498036,19.401729721576,0.474545250199,0.625281126724
10.8,2.929026131266,2.920671351854,2.945671858085,19.345632347425,0.38769188209,0.632909439293
10.85,2.935500917118,2.937124102308,2.941620137447,19.465075755858,-0.032793168153,0.351156875934
10.9,2.928686756434,2.934265149056,2.935117444123,19.315972930849,-0.156615763858,0.172000608791
10.95,2.928447742078,2.935665297222,2.933254815742,19.33529581691,-0.14961739296,0.226673789766
11.0,2.929526537644,2.942067193695,2.942677960564,19.467658884395,-0.289823003183,0.228013835741
11.05,2.931518641408,2.940947543453,2.93954411698,19.409483122902,-0.293618511981,0.1713478882
11.1,2.924127495518,2.931096852933,2.935171352765,19.349569512829,-0.214527779822,0.175920418996
11.15,2.929382302935,2.938886092979,2.939053730266,19.447930152234,-0.320567579156,0.17636768864
11.2,2.934818705739,2.944117574601,2.939983988713,19.667203501858,-0.335651128129,0.062049570451
11.25,2.935550656204,2.943425816692,2.944317158396,19.576054139359,-0.115367876482,0.269856207659
11.3,2.933469773112,2.933392751447,2.948446331116,19.514884094124,0.04646269784,0.444648784343
11.35,2.932142541133,2.929864461463,2.942679026102,19.462409672893,0.18149036729,0.37223415136
11.4,2.935081915283,2.929932588395,2.941622483427,19.470447963974,0.101540640491,0.422431595972
11.45,2.937252070357,2.94010636571,2.943969668758,19.634940410318,-0.010180295269,0.19232008669
11.5,2.940597287155,2.943973671288,2.943387732461,19.695216817994,-0.204780259898,0.137737651236
11.55,2.9382208406,2.947518925111,2.942932107356,19.721322672523,-0.14456809236,0.066158909988
11.6,2.941948055604,2.947721985158,2.949864341909,19.701124777522,-0.205553645828,0.051031624121
11.65,2.933764275354,2.941773796967,2.934170102515,19.514221241462,-0.267646525785,-0.091051471244
11.7,2.936303705261,2.956925409775,2.940037154906,19.673775328061,-0.541727519103,-0.110830036891
11.75,2.932877846162,2.956814779414,2.939011630145,19.676227669375,-0.768576135904,-0.119096411967
11.8,2.933291762908,2.950686596397,2.940590524211,19.617478591539,-0.661617359171,0.123664983296
11.85,2.930627452176,2.948351639133,2.93804211195,19.584227812563,-0.487504137048,0.063905780802
11.9,2.933802415634,2.94918085726,2.942957246744,19.548959060302,-0.436699822456,0.06130522133
11.95,2.939481666129,2.946667200563,2.930117830989,19.457275346127,-0.27722300873,-0.235495962742
12.0,2.933524857096,2.936360274202,2.92687248273,19.273125691241,-0.138546153138,-0.332247161048
12.05,2.927583510013,2.931196602088,2.929820159848,19.404524800515,-0.134948178926,-0.082031935391
12.1,2.925082328385,2.940841870636,2.929182880114,19.366016826619,-0.391608749057,-0.028014352708
12.15,2.929265071663,2.941539995011,2.934343596342,19.299311860456,-0.360560784618,-0.105922423706
12.2,2.928457427263,2.928623839907,2.928358011047,19.266531760079,-0.101769923393,-0.037387700894
12.25,2.928783950435,2.930387830571,2.927816175814,19.265103414284,-0.114569817185,0.096283610778
12.3,2.937282205259,2.938513554393,2.940444985632,19.42089004885,0.00851573148,0.150242364466
12.35,2.935092500733,2.936080915094,2.937998625998,19.433858145844,-0.017341767732,0.176553641004
12.4,2.929815439143,2.932139295832,2.934310095701,19.312919506477,-0.02543549895,0.127719208725
12.45,2.928732101287,2.935603310435,2.939820217673,19.420743868192,-0.100507001888,0.360013893476
12.5,2.93123509346,2.937477582304,2.949902526375,19.622712740696,-0.120989872583,0.521019628514
12.55,2.940976861793,2.937669669233,2.944446242059,19.522075685799,0.187533070641,0.190021269699
12.6,2.94220445386,2.931778027778,2.940771037164,19.536714603677,0.338506827241,0.028543000985
12.65,2.949374401094,2.934622573373,2.943602439861,19.664628948789,0.364121272864,-0.008358361695
12.7,2.950081000183,2.942438709427,2.944553556092,19.800024956302,0.347178684963,-0.119224239954
12.75,2.954342123729,2.940994919556,2.945298799763,19.865071785153,0.415343573614,-0.038956979594
12.8,2.951835156922,2.93967773755,2.950659696197,19.756836404879,0.468745583678,0.160470948774
12.85,2.964719950162,2.943149572062,2.956311988667,19.979585998497,0.623997109676,0.014491733723
12.9,2.961867176168,2.940187231964,2.969832778928,20.106106539323,0.677073977443,0.413986094677
12.95,2.955327648463,2.937905742564,2.96236783979,20.010729726375,0.670903836782,0.54338556854
13.0,2.955102789049,2.93972194957,2.97006229386,20.140067434267,0.622501173388,0.668904893088
13.05,2.955678888062,2.934720262839,2.962093714507,19.983080427988,0.793317659568,0.507520422063
13.1,2.955885279418,2.932675432874,2.960945437817,19.898295037168,0.718350640773,0.459708301718
13.15,2.957776452069,2.936910187313,2.966755164134,20.113548065721,0.682486522573,0.525943708521
13.2,2.962688347211,2.941432206724,2.965695673146,20.241533204006,0.600349788141,0.358396421563
13.25,2.958931029776,2.942278353828,2.959311375944,20.042854803766,0.554564124105,0.15679604899
13.3,2.94910442521,2.934385313697,2.954838157558,19.838598215789,0.577451805875,0.313158670308
13.35,2.953277518817,2.934232931228,2.95848499054,19.891660013127,0.725911436385,0.454473405506
13.4,2.954876716501,2.933805336019,2.953706850014,19.840301391837,0.733634306788,0.241728310579
13.45,2.964018199414,2.934652899599,2.957041269964,19.989904765939,0.819328337415,0.128668067642
13.5,2.968332055468,2.935719069181,2.957476677449,20.037592055272,1.009893994378,0.028551700175
13.55,2.973061667349,2.942353219853,2.959693408179,20.191393387569,0.786267295543,-0.032830341809
13.6,2.965721628664,2.943811325963,2.951520397018,20.169690772527,0.757597931781,-0.208438903663
13.65,2.96270603883,2.937406472705,2.950273055251,19.933706868689,0.701619457033,-0.159731282648
13.7,2.966285871061,2.935402971473,2.948770555727,19.840629196641,0.944848853903,-0.198848036965
13.75,2.95685208173,2.926978163553,2.948580797663,19.774371262009,0.997888169518,0.090567584995
13.8,2.947684384818,2.914274587373,2.937319602567,19.383437523804,1.089063072652,0.043804931275
13.85,2.938286825972,2.908233591711,2.926923106594,19.088096579455,0.916997190911,0.010040608659
13.9,2.939562561114,2.907296494322,2.929804525857,19.09113659282,0.856842316682,0.080388645384
13.95,2.942909130308,2.918334612372,2.940322680704,19.423409844952,0.772496646677,0.159856716506
14.0,2.933960438591,2.914776597487,2.935183760735,19.329820323213,0.664057968073,0.264191239583
14.05,2.930640260027,2.917017570047,2.937095236163,19.175411949469,0.504071420611,0.371076494041
14.1,2.933715430996,2.918557857916,2.941982039241,19.304803214655,0.380752622755,0.429831071938
14.15,2.937253086203,2.921056678488,2.939367474303,19.431360248825,0.396026491457,0.231998625933
14.2,2.93775848662,2.930144187688,2.935267551993,19.344680525961,0.34361205101,-0.039909880631
14.25,2.940540731529,2.933100897875,2.934471046482,19.465019126562,0.30258111012,-0.006621210733
14.3,2.931646635215,2.937211286523,2.928134172746,19.341441938258,-0.061625983933,-0.137252645301
14.35,2.933106321352,2.920246229444,2.918971553792,19.176120760502,0.219623051087,-0.17353588974
14.4,2.933236373344,2.917263251305,2.924851380726,19.04469909354,0.410107341409,-0.053324572618
14.45,2.927902566189,2.920446771254,2.922416883281,18.983983345321,0.275557036299,-0.038928366826
14.5,2.929451148305,2.915752040769,2.914214292466,18.891001826692,0.357072213529,-0.392368856996
14.55,2.935102189407,2.915770847962,2.914276213742,18.945995472705,0.555171723727,-0.402642747302
14.6,2.935038852785,2.91102133691,2.909682992767,18.795039495676,0.671745126479,-0.551750212201
14.65,2.940838654864,2.910629394018,2.916970225043,18.985845653003,0.859972258652,-0.390989100455
14.7,2.936569568799,2.904387456633,2.91529883926,18.923634217328,0.936742562547,-0.359726020916
14.75,2.936847231218,2.908454528399,2.92158359092,18.840030975873,0.940776655912,-0.220418318489
14.8,2.938186077339,2.909887422365,2.919611093049,18.906186179517,0.782183796763,-0.207271107089
14.85,2.950746079666,2.910006942744,2.927244121417,19.071272594119,1.079219160746,-0.350444494623
14.9,2.951379447497,2.904389497208,2.930742596497,19.172106476729,1.427256590045,-0.22611658875
14.95,2.949044021516,2.903412293336,2.924555526776,19.021302848608,1.23086363068,-0.328130207516
15.0,2.940206154922,2.897722814559,2.917174410354,18.889328882404,1.283986381175,-0.311750874117
